Region;Delegation;Sown Year;Sown Area (khas);Harvested Area (khas);Yield by Delegation (tn/has);Production (kTn);ENSO;Month;PH /HW;Protein;
S SFE;CASILDA;2009;60;60;3,8;228;EL NIÑO;Aug;75,317145;11,91685927;
C SFE;CDA GOMEZ;2009;74;74;3,2;236,8;EL NIÑO;Aug;78,26145077;11,83691322;
N SFE;RAFAELA;2009;76;75,24;2,8;210,672;EL NIÑO;Aug;77,64978711;12,27696412;
N SFE;AVELLANEDA;2009;17;16,49;1,1;18,139;EL NIÑO;Aug;81,64589955;12,17533289;
S SFE;VDO TUERTO;2009;82;82;3,5;287;EL NIÑO;Aug;76,83333333;12,06666667;
S CBA;LABOULAYE;2009;52;44,2;1,2;53,04;EL NIÑO;Aug;76,1;13,74406365;
E CBA;M JUAREZ;2009;100;93;2,4;223,2;EL NIÑO;Aug;76,94926353;13,03832935;
S CBA;RIO IV;2009;60;51;1,4;71,4;EL NIÑO;Aug;77,52309046;11,58585346;
N CBA;S FRANCISCO;2009;66;59,4;1;59,4;EL NIÑO;Aug;74,86913333;13,12135241;
C CBA;VILLA MARIA;2009;64;57,6;1,2;69,12;EL NIÑO;Aug;75,37715804;13,5;
ER;PARANA;2009;127;125,73;3,85;484,0605;EL NIÑO;Aug;79,34580752;10,85431739;
ER;ROS DEL TALA;2009;200;196;3,85;754,6;EL NIÑO;Aug;78,5913697;10,57294976;
S LP;SANTA ROSA;2009;70;63;1,1;69,3;EL NIÑO;Aug;78,66414418;13,4790249;
N LP;GRAL PICO;2009;35;33,6;1,4;47,04;EL NIÑO;Aug;77,7175155;14,07077281;
C BA;BRAGADO;2009;45;44,55;4,6;204,93;EL NIÑO;Sep;78,01458668;12,05686005;
C BA;BOLIVAR;2009;63;62,37;3,7;230,769;EL NIÑO;Sep;77,45;12,7;
SW BA;B BLANCA;2009;240;192;1,5;288;EL NIÑO;Sep;80,61910206;11,0850925;
N BA;JUNIN;2009;70;70;4,5;315;EL NIÑO;Sep;76,96307739;11,35190363;
W BA;LINCOLN;2009;110;104,5;2,7;282,15;EL NIÑO;Sep;77,45;12,1;
N BA;PERGAMINO;2009;62;62;4,8;297,6;EL NIÑO;Sep;78,4;11,43927083;
SW BA;PIGUE;2009;270;229,5;1,3;298,35;EL NIÑO;Sep;78,78238606;13,97473359;
C BA;SALIQUELLO;2009;100;90;1,5;135;EL NIÑO;Sep;79,46332792;13,95975497;
SE BA;TANDIL;2009;350;350;4,5;1575;EL NIÑO;Sep;80,5692611;11,83204909;
SE BA;TRES ARROYOS;2009;750;742,5;2,5;1856,25;EL NIÑO;Sep;80,34347751;13,10848896;
S SFE;CASILDA;2009;60;60;3,8;228;EL NIÑO;Sep;75,317145;11,91685927;
C SFE;CDA GOMEZ;2009;74;74;3,2;236,8;EL NIÑO;Sep;78,26145077;11,83691322;
N SFE;RAFAELA;2009;76;75,24;2,8;210,672;EL NIÑO;Sep;77,64978711;12,27696412;
N SFE;AVELLANEDA;2009;17;16,49;1,1;18,139;EL NIÑO;Sep;81,64589955;12,17533289;
S SFE;VDO TUERTO;2009;82;82;3,5;287;EL NIÑO;Sep;76,83333333;12,06666667;
S CBA;LABOULAYE;2009;52;44,2;1,2;53,04;EL NIÑO;Sep;76,1;13,74406365;
E CBA;M JUAREZ;2009;100;93;2,4;223,2;EL NIÑO;Sep;76,94926353;13,03832935;
S CBA;RIO IV;2009;60;51;1,4;71,4;EL NIÑO;Sep;77,52309046;11,58585346;
N CBA;S FRANCISCO;2009;66;59,4;1;59,4;EL NIÑO;Sep;74,86913333;13,12135241;
C CBA;VILLA MARIA;2009;64;57,6;1,2;69,12;EL NIÑO;Sep;75,37715804;13,5;
ER;PARANA;2009;127;125,73;3,85;484,0605;EL NIÑO;Sep;79,34580752;10,85431739;
ER;ROS DEL TALA;2009;200;196;3,85;754,6;EL NIÑO;Sep;78,5913697;10,57294976;
S LP;SANTA ROSA;2009;70;63;1,1;69,3;EL NIÑO;Sep;78,66414418;13,4790249;
N LP;GRAL PICO;2009;35;33,6;1,4;47,04;EL NIÑO;Sep;77,7175155;14,07077281;
C BA;BRAGADO;2009;45;44,55;4,6;204,93;EL NIÑO;Oct;78,01458668;12,05686005;
C BA;BOLIVAR;2009;63;62,37;3,7;230,769;EL NIÑO;Oct;77,45;12,7;
SW BA;B BLANCA;2009;240;192;1,5;288;EL NIÑO;Oct;80,61910206;11,0850925;
N BA;JUNIN;2009;70;70;4,5;315;EL NIÑO;Oct;76,96307739;11,35190363;
W BA;LINCOLN;2009;110;104,5;2,7;282,15;EL NIÑO;Oct;77,45;12,1;
N BA;PERGAMINO;2009;62;62;4,8;297,6;EL NIÑO;Oct;78,4;11,43927083;
SW BA;PIGUE;2009;270;229,5;1,3;298,35;EL NIÑO;Oct;78,78238606;13,97473359;
C BA;SALIQUELLO;2009;100;90;1,5;135;EL NIÑO;Oct;79,46332792;13,95975497;
SE BA;TANDIL;2009;350;350;4,5;1575;EL NIÑO;Oct;80,5692611;11,83204909;
SE BA;TRES ARROYOS;2009;750;742,5;2,5;1856,25;EL NIÑO;Oct;80,34347751;13,10848896;
S SFE;CASILDA;2009;60;60;3,8;228;EL NIÑO;Oct;75,317145;11,91685927;
C SFE;CDA GOMEZ;2009;74;74;3,2;236,8;EL NIÑO;Oct;78,26145077;11,83691322;
N SFE;RAFAELA;2009;76;75,24;2,8;210,672;EL NIÑO;Oct;77,64978711;12,27696412;
N SFE;AVELLANEDA;2009;17;16,49;1,1;18,139;EL NIÑO;Oct;81,64589955;12,17533289;
S SFE;VDO TUERTO;2009;82;82;3,5;287;EL NIÑO;Oct;76,83333333;12,06666667;
S CBA;LABOULAYE;2009;52;44,2;1,2;53,04;EL NIÑO;Oct;76,1;13,74406365;
E CBA;M JUAREZ;2009;100;93;2,4;223,2;EL NIÑO;Oct;76,94926353;13,03832935;
S CBA;RIO IV;2009;60;51;1,4;71,4;EL NIÑO;Oct;77,52309046;11,58585346;
N CBA;S FRANCISCO;2009;66;59,4;1;59,4;EL NIÑO;Oct;74,86913333;13,12135241;
C CBA;VILLA MARIA;2009;64;57,6;1,2;69,12;EL NIÑO;Oct;75,37715804;13,5;
ER;PARANA;2009;127;125,73;3,85;484,0605;EL NIÑO;Oct;79,34580752;10,85431739;
ER;ROS DEL TALA;2009;200;196;3,85;754,6;EL NIÑO;Oct;78,5913697;10,57294976;
S LP;SANTA ROSA;2009;70;63;1,1;69,3;EL NIÑO;Oct;78,66414418;13,4790249;
N LP;GRAL PICO;2009;35;33,6;1,4;47,04;EL NIÑO;Oct;77,7175155;14,07077281;
C BA;BRAGADO;2009;45;44,55;4,6;204,93;EL NIÑO;Nov;78,01458668;12,05686005;
C BA;BOLIVAR;2009;63;62,37;3,7;230,769;EL NIÑO;Nov;77,45;12,7;
SW BA;B BLANCA;2009;240;192;1,5;288;EL NIÑO;Nov;80,61910206;11,0850925;
N BA;JUNIN;2009;70;70;4,5;315;EL NIÑO;Nov;76,96307739;11,35190363;
W BA;LINCOLN;2009;110;104,5;2,7;282,15;EL NIÑO;Nov;77,45;12,1;
N BA;PERGAMINO;2009;62;62;4,8;297,6;EL NIÑO;Nov;78,4;11,43927083;
SW BA;PIGUE;2009;270;229,5;1,3;298,35;EL NIÑO;Nov;78,78238606;13,97473359;
C BA;SALIQUELLO;2009;100;90;1,5;135;EL NIÑO;Nov;79,46332792;13,95975497;
SE BA;TANDIL;2009;350;350;4,5;1575;EL NIÑO;Nov;80,5692611;11,83204909;
SE BA;TRES ARROYOS;2009;750;742,5;2,5;1856,25;EL NIÑO;Nov;80,34347751;13,10848896;
S SFE;CASILDA;2009;60;60;3,8;228;EL NIÑO;Nov;75,317145;11,91685927;
C SFE;CDA GOMEZ;2009;74;74;3,2;236,8;EL NIÑO;Nov;78,26145077;11,83691322;
N SFE;RAFAELA;2009;76;75,24;2,8;210,672;EL NIÑO;Nov;77,64978711;12,27696412;
N SFE;AVELLANEDA;2009;17;16,49;1,1;18,139;EL NIÑO;Nov;81,64589955;12,17533289;
S SFE;VDO TUERTO;2009;82;82;3,5;287;EL NIÑO;Nov;76,83333333;12,06666667;
S CBA;LABOULAYE;2009;52;44,2;1,2;53,04;EL NIÑO;Nov;76,1;13,74406365;
E CBA;M JUAREZ;2009;100;93;2,4;223,2;EL NIÑO;Nov;76,94926353;13,03832935;
S CBA;RIO IV;2009;60;51;1,4;71,4;EL NIÑO;Nov;77,52309046;11,58585346;
N CBA;S FRANCISCO;2009;66;59,4;1;59,4;EL NIÑO;Nov;74,86913333;13,12135241;
C CBA;VILLA MARIA;2009;64;57,6;1,2;69,12;EL NIÑO;Nov;75,37715804;13,5;
ER;PARANA;2009;127;125,73;3,85;484,0605;EL NIÑO;Nov;79,34580752;10,85431739;
ER;ROS DEL TALA;2009;200;196;3,85;754,6;EL NIÑO;Nov;78,5913697;10,57294976;
S LP;SANTA ROSA;2009;70;63;1,1;69,3;EL NIÑO;Nov;78,66414418;13,4790249;
N LP;GRAL PICO;2009;35;33,6;1,4;47,04;EL NIÑO;Nov;77,7175155;14,07077281;
C BA;BRAGADO;2009;45;44,55;4,6;204,93;EL NIÑO;Dec;78,01458668;12,05686005;
C BA;BOLIVAR;2009;63;62,37;3,7;230,769;EL NIÑO;Dec;77,45;12,7;
SW BA;B BLANCA;2009;240;192;1,5;288;EL NIÑO;Dec;80,61910206;11,0850925;
N BA;JUNIN;2009;70;70;4,5;315;EL NIÑO;Dec;76,96307739;11,35190363;
W BA;LINCOLN;2009;110;104,5;2,7;282,15;EL NIÑO;Dec;77,45;12,1;
N BA;PERGAMINO;2009;62;62;4,8;297,6;EL NIÑO;Dec;78,4;11,43927083;
SW BA;PIGUE;2009;270;229,5;1,3;298,35;EL NIÑO;Dec;78,78238606;13,97473359;
C BA;SALIQUELLO;2009;100;90;1,5;135;EL NIÑO;Dec;79,46332792;13,95975497;
SE BA;TANDIL;2009;350;350;4,5;1575;EL NIÑO;Dec;80,5692611;11,83204909;
SE BA;TRES ARROYOS;2009;750;742,5;2,5;1856,25;EL NIÑO;Dec;80,34347751;13,10848896;
S SFE;CASILDA;2009;60;60;3,8;228;EL NIÑO;Dec;75,317145;11,91685927;
C SFE;CDA GOMEZ;2009;74;74;3,2;236,8;EL NIÑO;Dec;78,26145077;11,83691322;
N SFE;RAFAELA;2009;76;75,24;2,8;210,672;EL NIÑO;Dec;77,64978711;12,27696412;
N SFE;AVELLANEDA;2009;17;16,49;1,1;18,139;EL NIÑO;Dec;81,64589955;12,17533289;
S SFE;VDO TUERTO;2009;82;82;3,5;287;EL NIÑO;Dec;76,83333333;12,06666667;
S CBA;LABOULAYE;2009;52;44,2;1,2;53,04;EL NIÑO;Dec;76,1;13,74406365;
E CBA;M JUAREZ;2009;100;93;2,4;223,2;EL NIÑO;Dec;76,94926353;13,03832935;
S CBA;RIO IV;2009;60;51;1,4;71,4;EL NIÑO;Dec;77,52309046;11,58585346;
N CBA;S FRANCISCO;2009;66;59,4;1;59,4;EL NIÑO;Dec;74,86913333;13,12135241;
C CBA;VILLA MARIA;2009;64;57,6;1,2;69,12;EL NIÑO;Dec;75,37715804;13,5;
ER;PARANA;2009;127;125,73;3,85;484,0605;EL NIÑO;Dec;79,34580752;10,85431739;
ER;ROS DEL TALA;2009;200;196;3,85;754,6;EL NIÑO;Dec;78,5913697;10,57294976;
S LP;SANTA ROSA;2009;70;63;1,1;69,3;EL NIÑO;Dec;78,66414418;13,4790249;
N LP;GRAL PICO;2009;35;33,6;1,4;47,04;EL NIÑO;Dec;77,7175155;14,07077281;
C BA;BRAGADO;2010;45;45;5;225;LA NIÑA;April;82,71499281;10,40394734;
C BA;BOLIVAR;2010;85;84,15;4,5;378,675;LA NIÑA;April;83,4076188;10,62415528;
SW BA;B BLANCA;2010;280;266;1,4;372,4;LA NIÑA;April;81,70832184;12,4872842;
N BA;JUNIN;2010;70;70;5,2;364;LA NIÑA;April;83,35440069;10,05994604;
W BA;LINCOLN;2010;75;75;4,5;337,5;LA NIÑA;April;82,28382988;11,5191494;
W BA;PEHUAJO;2010;55;55;3,8;209;LA NIÑA;April;81,23771578;11,16407235;
N BA;PERGAMINO;2010;78;78;5,5;429;LA NIÑA;April;82,85703787;9,71609287;
SW BA;PIGUE;2010;330;326,7;2,6;849,42;LA NIÑA;April;81,90220416;12,03327027;
C BA;SALIQUELLO;2010;110;108,9;2,6;283,14;LA NIÑA;April;82,3486262;11,19317599;
SE BA;TANDIL;2010;350;350;5,5;1925;LA NIÑA;April;81,9088002;10,1754428;
SE BA;TRES ARROYOS;2010;750;742,5;4;2970;LA NIÑA;April;80,67769419;10,71585863;
C BA;25 DE MAYO;2010;85;85;5;425;LA NIÑA;April;81,65384145;10,09937011;
S SFE;CASILDA;2010;110;110;5;550;LA NIÑA;April;79,76490286;10,1629995;
C SFE;CDA GOMEZ;2010;175;175;4,5;787,5;LA NIÑA;April;81,17509162;10,54412403;
N SFE;RAFAELA;2010;165;163,35;3,5;571,725;LA NIÑA;April;81,40403599;10,76973983;
N SFE;AVELLANEDA;2010;20;19,6;2,3;45,08;LA NIÑA;April;83,1;9,4;
S SFE;VDO TUERTO;2010;130;130;5,5;715;LA NIÑA;April;80,4875;10,375;
S CBA;LABOULAYE;2010;50;50;3,5;175;LA NIÑA;April;82,40171358;11,17968176;
E CBA;M JUAREZ;2010;240;240;5;1200;LA NIÑA;April;79,55724854;10,69877145;
S CBA;RIO IV;2010;70;68,6;2,8;192,08;LA NIÑA;April;77,55967458;12,10943103;
N CBA;S FRANCISCO;2010;300;291;2,8;814,8;LA NIÑA;April;81,79914506;10,57395337;
C CBA;VILLA MARIA;2010;200;194;2,7;523,8;LA NIÑA;April;79,20441704;11,05545768;
ER;PARANA;2010;118;118;3,7;436,6;LA NIÑA;April;82,28620813;9,687348431;
ER;ROS DEL TALA;2010;150;150;3,7;555;LA NIÑA;April;82,96033693;9,717967667;
S LP;SANTA ROSA;2010;65;63,7;2;127,4;LA NIÑA;April;82,27323982;11,54951092;
NEA;Chaco North;2010;30;28,5;2,2;62,7;LA NIÑA;April;82,15;10,45;
NEA;Chaco Central/SW;2010;100;95;2,2;209;LA NIÑA;April;82,15;10,45;
NEA;Chaco East;2010;10;9,5;1,4;13,3;LA NIÑA;April;82,15;10,45;
NEA;Sgo del Estero SE;2010;150;120;2;240;LA NIÑA;April;82,25;11,02;
NEA;Sgo del Estero NE;2010;90;85,5;2,2;188,1;LA NIÑA;April;82,25;11,02;
C BA;BRAGADO;2010;45;45;5;225;LA NIÑA;May;82,71499281;10,40394734;
C BA;BOLIVAR;2010;85;84,15;4,5;378,675;LA NIÑA;May;83,4076188;10,62415528;
SW BA;B BLANCA;2010;280;266;1,4;372,4;LA NIÑA;May;81,70832184;12,4872842;
N BA;JUNIN;2010;70;70;5,2;364;LA NIÑA;May;83,35440069;10,05994604;
W BA;LINCOLN;2010;75;75;4,5;337,5;LA NIÑA;May;82,28382988;11,5191494;
W BA;PEHUAJO;2010;55;55;3,8;209;LA NIÑA;May;81,23771578;11,16407235;
N BA;PERGAMINO;2010;78;78;5,5;429;LA NIÑA;May;82,85703787;9,71609287;
SW BA;PIGUE;2010;330;326,7;2,6;849,42;LA NIÑA;May;81,90220416;12,03327027;
C BA;SALIQUELLO;2010;110;108,9;2,6;283,14;LA NIÑA;May;82,3486262;11,19317599;
SE BA;TANDIL;2010;350;350;5,5;1925;LA NIÑA;May;81,9088002;10,1754428;
SE BA;TRES ARROYOS;2010;750;742,5;4;2970;LA NIÑA;May;80,67769419;10,71585863;
C BA;25 DE MAYO;2010;85;85;5;425;LA NIÑA;May;81,65384145;10,09937011;
S SFE;CASILDA;2010;110;110;5;550;LA NIÑA;May;79,76490286;10,1629995;
C SFE;CDA GOMEZ;2010;175;175;4,5;787,5;LA NIÑA;May;81,17509162;10,54412403;
N SFE;RAFAELA;2010;165;163,35;3,5;571,725;LA NIÑA;May;81,40403599;10,76973983;
N SFE;AVELLANEDA;2010;20;19,6;2,3;45,08;LA NIÑA;May;83,1;9,4;
S SFE;VDO TUERTO;2010;130;130;5,5;715;LA NIÑA;May;80,4875;10,375;
S CBA;LABOULAYE;2010;50;50;3,5;175;LA NIÑA;May;82,40171358;11,17968176;
E CBA;M JUAREZ;2010;240;240;5;1200;LA NIÑA;May;79,55724854;10,69877145;
S CBA;RIO IV;2010;70;68,6;2,8;192,08;LA NIÑA;May;77,55967458;12,10943103;
N CBA;S FRANCISCO;2010;300;291;2,8;814,8;LA NIÑA;May;81,79914506;10,57395337;
C CBA;VILLA MARIA;2010;200;194;2,7;523,8;LA NIÑA;May;79,20441704;11,05545768;
ER;PARANA;2010;118;118;3,7;436,6;LA NIÑA;May;82,28620813;9,687348431;
ER;ROS DEL TALA;2010;150;150;3,7;555;LA NIÑA;May;82,96033693;9,717967667;
S LP;SANTA ROSA;2010;65;63,7;2;127,4;LA NIÑA;May;82,27323982;11,54951092;
NEA;Chaco North;2010;30;28,5;2,2;62,7;LA NIÑA;May;82,15;10,45;
NEA;Chaco Central/SW;2010;100;95;2,2;209;LA NIÑA;May;82,15;10,45;
NEA;Chaco East;2010;10;9,5;1,4;13,3;LA NIÑA;May;82,15;10,45;
NEA;Sgo del Estero SE;2010;150;120;2;240;LA NIÑA;May;82,25;11,02;
NEA;Sgo del Estero NE;2010;90;85,5;2,2;188,1;LA NIÑA;May;82,25;11,02;
C BA;BRAGADO;2010;45;45;5;225;LA NIÑA;June;82,71499281;10,40394734;
C BA;BOLIVAR;2010;85;84,15;4,5;378,675;LA NIÑA;June;83,4076188;10,62415528;
SW BA;B BLANCA;2010;280;266;1,4;372,4;LA NIÑA;June;81,70832184;12,4872842;
N BA;JUNIN;2010;70;70;5,2;364;LA NIÑA;June;83,35440069;10,05994604;
W BA;LINCOLN;2010;75;75;4,5;337,5;LA NIÑA;June;82,28382988;11,5191494;
W BA;PEHUAJO;2010;55;55;3,8;209;LA NIÑA;June;81,23771578;11,16407235;
N BA;PERGAMINO;2010;78;78;5,5;429;LA NIÑA;June;82,85703787;9,71609287;
SW BA;PIGUE;2010;330;326,7;2,6;849,42;LA NIÑA;June;81,90220416;12,03327027;
C BA;SALIQUELLO;2010;110;108,9;2,6;283,14;LA NIÑA;June;82,3486262;11,19317599;
SE BA;TANDIL;2010;350;350;5,5;1925;LA NIÑA;June;81,9088002;10,1754428;
SE BA;TRES ARROYOS;2010;750;742,5;4;2970;LA NIÑA;June;80,67769419;10,71585863;
C BA;25 DE MAYO;2010;85;85;5;425;LA NIÑA;June;81,65384145;10,09937011;
S SFE;CASILDA;2010;110;110;5;550;LA NIÑA;June;79,76490286;10,1629995;
C SFE;CDA GOMEZ;2010;175;175;4,5;787,5;LA NIÑA;June;81,17509162;10,54412403;
N SFE;RAFAELA;2010;165;163,35;3,5;571,725;LA NIÑA;June;81,40403599;10,76973983;
N SFE;AVELLANEDA;2010;20;19,6;2,3;45,08;LA NIÑA;June;83,1;9,4;
S SFE;VDO TUERTO;2010;130;130;5,5;715;LA NIÑA;June;80,4875;10,375;
S CBA;LABOULAYE;2010;50;50;3,5;175;LA NIÑA;June;82,40171358;11,17968176;
E CBA;M JUAREZ;2010;240;240;5;1200;LA NIÑA;June;79,55724854;10,69877145;
S CBA;RIO IV;2010;70;68,6;2,8;192,08;LA NIÑA;June;77,55967458;12,10943103;
N CBA;S FRANCISCO;2010;300;291;2,8;814,8;LA NIÑA;June;81,79914506;10,57395337;
C CBA;VILLA MARIA;2010;200;194;2,7;523,8;LA NIÑA;June;79,20441704;11,05545768;
ER;PARANA;2010;118;118;3,7;436,6;LA NIÑA;June;82,28620813;9,687348431;
ER;ROS DEL TALA;2010;150;150;3,7;555;LA NIÑA;June;82,96033693;9,717967667;
S LP;SANTA ROSA;2010;65;63,7;2;127,4;LA NIÑA;June;82,27323982;11,54951092;
NEA;Chaco North;2010;30;28,5;2,2;62,7;LA NIÑA;June;82,15;10,45;
NEA;Chaco Central/SW;2010;100;95;2,2;209;LA NIÑA;June;82,15;10,45;
NEA;Chaco East;2010;10;9,5;1,4;13,3;LA NIÑA;June;82,15;10,45;
NEA;Sgo del Estero SE;2010;150;120;2;240;LA NIÑA;June;82,25;11,02;
NEA;Sgo del Estero NE;2010;90;85,5;2,2;188,1;LA NIÑA;June;82,25;11,02;
C BA;BRAGADO;2010;45;45;5;225;LA NIÑA;Jul;82,71499281;10,40394734;
C BA;BOLIVAR;2010;85;84,15;4,5;378,675;LA NIÑA;Jul;83,4076188;10,62415528;
SW BA;B BLANCA;2010;280;266;1,4;372,4;LA NIÑA;Jul;81,70832184;12,4872842;
N BA;JUNIN;2010;70;70;5,2;364;LA NIÑA;Jul;83,35440069;10,05994604;
W BA;LINCOLN;2010;75;75;4,5;337,5;LA NIÑA;Jul;82,28382988;11,5191494;
W BA;PEHUAJO;2010;55;55;3,8;209;LA NIÑA;Jul;81,23771578;11,16407235;
N BA;PERGAMINO;2010;78;78;5,5;429;LA NIÑA;Jul;82,85703787;9,71609287;
SW BA;PIGUE;2010;330;326,7;2,6;849,42;LA NIÑA;Jul;81,90220416;12,03327027;
C BA;SALIQUELLO;2010;110;108,9;2,6;283,14;LA NIÑA;Jul;82,3486262;11,19317599;
SE BA;TANDIL;2010;350;350;5,5;1925;LA NIÑA;Jul;81,9088002;10,1754428;
SE BA;TRES ARROYOS;2010;750;742,5;4;2970;LA NIÑA;Jul;80,67769419;10,71585863;
C BA;25 DE MAYO;2010;85;85;5;425;LA NIÑA;Jul;81,65384145;10,09937011;
S SFE;CASILDA;2010;110;110;5;550;LA NIÑA;Jul;79,76490286;10,1629995;
C SFE;CDA GOMEZ;2010;175;175;4,5;787,5;LA NIÑA;Jul;81,17509162;10,54412403;
N SFE;RAFAELA;2010;165;163,35;3,5;571,725;LA NIÑA;Jul;81,40403599;10,76973983;
N SFE;AVELLANEDA;2010;20;19,6;2,3;45,08;LA NIÑA;Jul;83,1;9,4;
S SFE;VDO TUERTO;2010;130;130;5,5;715;LA NIÑA;Jul;80,4875;10,375;
S CBA;LABOULAYE;2010;50;50;3,5;175;LA NIÑA;Jul;82,40171358;11,17968176;
E CBA;M JUAREZ;2010;240;240;5;1200;LA NIÑA;Jul;79,55724854;10,69877145;
S CBA;RIO IV;2010;70;68,6;2,8;192,08;LA NIÑA;Jul;77,55967458;12,10943103;
N CBA;S FRANCISCO;2010;300;291;2,8;814,8;LA NIÑA;Jul;81,79914506;10,57395337;
C CBA;VILLA MARIA;2010;200;194;2,7;523,8;LA NIÑA;Jul;79,20441704;11,05545768;
ER;PARANA;2010;118;118;3,7;436,6;LA NIÑA;Jul;82,28620813;9,687348431;
ER;ROS DEL TALA;2010;150;150;3,7;555;LA NIÑA;Jul;82,96033693;9,717967667;
S LP;SANTA ROSA;2010;65;63,7;2;127,4;LA NIÑA;Jul;82,27323982;11,54951092;
NEA;Chaco North;2010;30;28,5;2,2;62,7;LA NIÑA;Jul;82,15;10,45;
NEA;Chaco Central/SW;2010;100;95;2,2;209;LA NIÑA;Jul;82,15;10,45;
NEA;Chaco East;2010;10;9,5;1,4;13,3;LA NIÑA;Jul;82,15;10,45;
NEA;Sgo del Estero SE;2010;150;120;2;240;LA NIÑA;Jul;82,25;11,02;
NEA;Sgo del Estero NE;2010;90;85,5;2,2;188,1;LA NIÑA;Jul;82,25;11,02;
C BA;BRAGADO;2010;45;45;5;225;LA NIÑA;Aug;82,71499281;10,40394734;
C BA;BOLIVAR;2010;85;84,15;4,5;378,675;LA NIÑA;Aug;83,4076188;10,62415528;
SW BA;B BLANCA;2010;280;266;1,4;372,4;LA NIÑA;Aug;81,70832184;12,4872842;
N BA;JUNIN;2010;70;70;5,2;364;LA NIÑA;Aug;83,35440069;10,05994604;
W BA;LINCOLN;2010;75;75;4,5;337,5;LA NIÑA;Aug;82,28382988;11,5191494;
W BA;PEHUAJO;2010;55;55;3,8;209;LA NIÑA;Aug;81,23771578;11,16407235;
N BA;PERGAMINO;2010;78;78;5,5;429;LA NIÑA;Aug;82,85703787;9,71609287;
SW BA;PIGUE;2010;330;326,7;2,6;849,42;LA NIÑA;Aug;81,90220416;12,03327027;
C BA;SALIQUELLO;2010;110;108,9;2,6;283,14;LA NIÑA;Aug;82,3486262;11,19317599;
SE BA;TANDIL;2010;350;350;5,5;1925;LA NIÑA;Aug;81,9088002;10,1754428;
SE BA;TRES ARROYOS;2010;750;742,5;4;2970;LA NIÑA;Aug;80,67769419;10,71585863;
C BA;25 DE MAYO;2010;85;85;5;425;LA NIÑA;Aug;81,65384145;10,09937011;
S SFE;CASILDA;2010;110;110;5;550;LA NIÑA;Aug;79,76490286;10,1629995;
C SFE;CDA GOMEZ;2010;175;175;4,5;787,5;LA NIÑA;Aug;81,17509162;10,54412403;
N SFE;RAFAELA;2010;165;163,35;3,5;571,725;LA NIÑA;Aug;81,40403599;10,76973983;
N SFE;AVELLANEDA;2010;20;19,6;2,3;45,08;LA NIÑA;Aug;83,1;9,4;
S SFE;VDO TUERTO;2010;130;130;5,5;715;LA NIÑA;Aug;80,4875;10,375;
S CBA;LABOULAYE;2010;50;50;3,5;175;LA NIÑA;Aug;82,40171358;11,17968176;
E CBA;M JUAREZ;2010;240;240;5;1200;LA NIÑA;Aug;79,55724854;10,69877145;
S CBA;RIO IV;2010;70;68,6;2,8;192,08;LA NIÑA;Aug;77,55967458;12,10943103;
N CBA;S FRANCISCO;2010;300;291;2,8;814,8;LA NIÑA;Aug;81,79914506;10,57395337;
C CBA;VILLA MARIA;2010;200;194;2,7;523,8;LA NIÑA;Aug;79,20441704;11,05545768;
ER;PARANA;2010;118;118;3,7;436,6;LA NIÑA;Aug;82,28620813;9,687348431;
ER;ROS DEL TALA;2010;150;150;3,7;555;LA NIÑA;Aug;82,96033693;9,717967667;
S LP;SANTA ROSA;2010;65;63,7;2;127,4;LA NIÑA;Aug;82,27323982;11,54951092;
NEA;Chaco North;2010;30;28,5;2,2;62,7;LA NIÑA;Aug;82,15;10,45;
NEA;Chaco Central/SW;2010;100;95;2,2;209;LA NIÑA;Aug;82,15;10,45;
NEA;Chaco East;2010;10;9,5;1,4;13,3;LA NIÑA;Aug;82,15;10,45;
NEA;Sgo del Estero SE;2010;150;120;2;240;LA NIÑA;Aug;82,25;11,02;
NEA;Sgo del Estero NE;2010;90;85,5;2,2;188,1;LA NIÑA;Aug;82,25;11,02;
C BA;BRAGADO;2010;45;45;5;225;LA NIÑA;Sep;82,71499281;10,40394734;
C BA;BOLIVAR;2010;85;84,15;4,5;378,675;LA NIÑA;Sep;83,4076188;10,62415528;
SW BA;B BLANCA;2010;280;266;1,4;372,4;LA NIÑA;Sep;81,70832184;12,4872842;
N BA;JUNIN;2010;70;70;5,2;364;LA NIÑA;Sep;83,35440069;10,05994604;
W BA;LINCOLN;2010;75;75;4,5;337,5;LA NIÑA;Sep;82,28382988;11,5191494;
W BA;PEHUAJO;2010;55;55;3,8;209;LA NIÑA;Sep;81,23771578;11,16407235;
N BA;PERGAMINO;2010;78;78;5,5;429;LA NIÑA;Sep;82,85703787;9,71609287;
SW BA;PIGUE;2010;330;326,7;2,6;849,42;LA NIÑA;Sep;81,90220416;12,03327027;
C BA;SALIQUELLO;2010;110;108,9;2,6;283,14;LA NIÑA;Sep;82,3486262;11,19317599;
SE BA;TANDIL;2010;350;350;5,5;1925;LA NIÑA;Sep;81,9088002;10,1754428;
SE BA;TRES ARROYOS;2010;750;742,5;4;2970;LA NIÑA;Sep;80,67769419;10,71585863;
C BA;25 DE MAYO;2010;85;85;5;425;LA NIÑA;Sep;81,65384145;10,09937011;
S SFE;CASILDA;2010;110;110;5;550;LA NIÑA;Sep;79,76490286;10,1629995;
